HZ,JGDEC,CFREQ,PINYIN,JIESHI,ENGLISH,FIND,RCNT
重,千里,5,zhòng#chóng,分量较大，与“轻”相对：～量。#程度深：～病。#价格高：～价。#数量多：～兵。#主要，要紧：～点。#认为重要而认真对待：～视。#言行不轻率：自～。,heavy#weighty#double,0,2
并,丷开,16,bìng#bīng,合在一起：合～。兼～。#一齐，平排着：～驾齐驱。～行。#连词，表平列或进一层：～且。#用在否定词前，加强否定的语气，表不像预料的那样：～不容易。,combine#annex#also,0,2
並,丷亚,3,bìng#bīng,“并”的繁体字。,combine#annex#also,0,2
物,牜勿,0,wù,人以外的具体的东西：事～。生～。～体。礼～。文～。～价。～质。地大～博。#内容，实质：言之有～。#指自己以外的人或跟自己相对的环境：待人接～。,thing#substance#creature,0,2
手,手,17,shǒu,人使用工具的上肢前端：～心。着～。#拿着：人～一册。#亲自动手：～稿。#技能、本领：～段。#小巧易拿的：～枪。～册。,hand,0,1
应,广丶丶丶一,0,yīng#yìng,该，当，又引申料想理该如此：～当。～该。～分。～有尽有。#回答：答～。喊他不～。～承。#随，即：“桓督诸将周旋赴讨，～皆平定”。#姓。,should#ought to#must,0,5
應,广亻隹心,1,yīng#yìng,“应”的繁体字。,should#ought to#must,0,4
战,占戈,0,zhàn,打仗：～争。～机。～绩。～略。～术。～国。#泛指争斗，比高下：论～。争～。#发抖：～抖。寒～。胆～心惊。#姓。,war#fighting#battle,0,2
向,丿冂口,4,xiàng,对着，朝着，与“背”相对：～背。～北。#目标，意志所趋：志～。方～。#偏袒，袒护：偏～。#近，临：～晚。#从前：～日。#从开始到现在：一～。#姓。,toward#direction#trend,0,3
头,头,2,tóu#tou,人身体的最上部分或动物身体的最前的部分：～脑。#物体的顶端：山～。#指事情的起点或端绪：～绪。#次序在前：～等。#首领：～目。#量词。,head#top#chief,0,1
文,文,24,wén,文字义较多，仅给出部分词语：灿若～锦。～身。～字。～凭。～艺。～献。～采。～物。天～。繁～缛节。～质彬彬。～静。～职。～言。～科。～过饰非。一～不名。,literature#culture#writing,0,1
体,亻本,0,tǐ#tī,人及事物的本身或全部：身～。物～。#文章或书法的样式、风格：～裁。#事物的格局、规矩：～系。#亲身经验、领悟：～味。#设身处地为人着想：～谅。,body#group#class,0,2
政,正攵,0,zhèng,治理国家事务：～治。～府。～党。～权。～策。～绩。～见。～客。～局。参～。#国家某一部门主管的业务：财～。#家庭或集体生活中的事务：家～。,government#political affairs,0,2
美,丷王大,2,měi,好，善：～德。～学。～谈。审～。～丽。～容。～不胜收。#得意，高兴：～滋滋的。#称赞，以为好：赞～。#指“亚美利加洲”：北～。#指“美国”：～元。,beautiful#pretty#pleasing,0,3
相,木目,7,xiāng#xiàng,交互，行为动作由双方来：互～。～等。～同。～识。～传。～符。～继。～形见绌。～得益彰。#动作由一方来而有一定对象的：～信。#亲自看：～亲。,mutual#reciprocal#each other,0,2
见,见,24,jiàn#xiàn,看到：看～。#接触遇到：～习。#看得出，显得出：～效。#会晤：会～。#对事物观察、认识、理解：～解。#助词，表示被动或对我如何：～外。～谅。～笑。,see#observe#behold,0,1
見,見,13,jiàn#xiàn,“见”的繁体字。,see#observe#behold,0,1
被,衤皮,0,bèi#pī,睡觉时覆盖身体的东西：～子。～单。棉～。毛巾～。羽绒～。～褥。#盖，遮覆：泽～后世。#遭遇，遭受：～灾。～难。#介词：～辞。#表示受动：～动。,passive indicator 'by'#bedding,0,2
利,禾刂,10,lì,好处：～弊。～害。～益。#使顺利、得到好处：～己。#与愿望相符合：顺～。#刀口快，针尖锐，与“钝”相对：～刃。#所得超过本钱的收获：～息。,gains#advantage#profit,0,2
什,亻十,0,shí#shén,十：～百。～一。～袭珍藏。#各种的，各样的：～锦。～物。#诗篇：篇～。雅～。,mixed#miscellaneous,0,2
二,二,29,èr,数名：一加一。#双，比：独一无～。#两样，别的：～话。不～价。,two#twice,0,1
等,竹寺,0,děng,数量、程度相同，或地位一般高：相～。平～。#表示数量或程度的级别：～级。#特指台阶的级。#种，类：这～事。#表示列举未尽。#候，待：～候。,rank#grade#wait,0,2
产,亠丷厂,3,chǎn,人或动物生子：～子。～卵。～妇。#制造，养种植或自然生长：～值。#制造、养、种植或自然生长的东西：特～。#生出，出现：～生。#财物：财～。,give birth#bring forth#produce,0,3
或,戈口一,6,huò,也许，有时，表示不定的词：～许。～者。～然。～则。#某人，有的人：～告之曰。#稍微：不可～缓。不可～忽。不可～缺。,or#either#else,0,3
新,亲斤,1,xīn,刚有的，没经验的：～生。～鲜。～星。#性质改变得更好：改过自～。#不久前：～近。#称结婚时的人或物：～娘。～房。#中国新疆维吾尔自治区的简称。,new#recent#fresh,0,2
己,己,13,jǐ,对别人称本身：自～。知～。反求诸～。推～及人。～所不欲，勿施于人。#天干的第六位，用作顺序第六的代称。,self#oneself#personal,0,1
制,牛冂刂,1,zhì,规定：～定。#限定，约束，管束：～止。～裁。～约。抵～。节～。#法规，制度：公有～。#依照规定的标准做的：～服。#造，作：～造。～做。～图。,system#establish#overpower,0,3
身,身,16,shēn,人、动物的躯体，物体的主要部分：～躯。#指人的生命或一生：～世。#亲自，本人：自～。#统指人的地位、品德：出～。～分。#孕，娠：～孕。#量词。,body#trunk#hull,0,1
果,日木,21,guǒ,某些植物花落后含有种子的部分：～实。结～。#结局，与“因”相对：因～。成～。#坚决：～决。～断。#确实，真的：～真。如～。#充实，饱足：～腹。,fruit#result,0,2
加,力口,17,jiā,增多：增～。追～。～倍。#把本来没有的添上去：～冕。#把几个数合起来的算法：～法。#施以某种动作：～以。#使程度增高：～强。#超过：～人一等。,add to#increase#augment,0,2
西,西,10,xī,方向，太阳落下的一边，与“东”相对：～面。～晒。～域。～方。～席。～宫。#事物的样式或方法属于西方的：～学。～画。～餐。～医。#姓。,west(ern)#westward#occident,0,1
斯,其斤,4,sī,这，这个，这里：～人。～时。以至于～。#乃，就：有备～可以无患。#劈：“墓门有棘，斧以～之”。#古同“厮”，卑贱。#古同“澌”，尽。#姓。,this#thus#such,0,2
月,月,252,yuè,地球最大的天然卫星：～光。#计时单位：～份。岁～不居。#按月出现的，每月的：～薪。#形状像月亮的，圆的：～饼。#妇女产后一个月以内的时间：～子。,moon#month,0,1
话,讠舌,0,huà,说出来的能表达思想感情的声音，亦指把这种声音记录下来的文字：说～。会～。对～。情～。～题。#说，谈论：～别。～旧。～柄。茶～会。,speech#talk#language,0,2
合,人一口,22,hé#gě,闭，对拢：～眼。#聚集：～力。#不违背，一事物与另一事物相应或相符：～格。情投意～。#应该：～该。～当。#总共，全：～家欢乐。#计，折算：～计。,combine#unite#join,0,3
回,囗口,11,huí,还，走向原来的地方：～家。#掉转：～首。～顾。#曲折，环绕，旋转：～旋。#答复，答报：～信。#量词。#中国少数民族。#姓。,return#turn around#a time,0,2
特,牜寺,0,tè,不平常的，超出一般的：～殊。～色。～产。～权。～性。～征。～需。～技。～务。～区。～价。～例。～效。#单，单一：～设。～地。～惠。～辑。～约。,special#unique#distinguished,0,2
代,亻弋,6,dài,替：～替。～办。～销。～序。～表。#历史上划分的时期：时～。世～。古～。近～。现～。当～。年～。#世系的辈分：下一～。#姓。,replace#era#generation,0,2
内,冂人,13,nèi#nà,里面，与“外”相对：～部。～外。～定。～地。～阁。～行。～涵。#称妻子或妻子家的亲戚：～人。～亲。～弟。#亲近：～君子而外小人。,inside,0,2
信,亻言,0,xìn#shēn,诚实，不欺骗：～用。～守。～物。～誓旦旦。#不怀疑，认为可靠：～任。～心。～念。#崇奉：～仰。#消息：～息。#函件：～件。#随便，放任：～手。,trust#believe#letter,0,2
表,表,4,biǎo,外部，外面，外貌：～面。～象。#显示：～示。～演。～情。#分类分项记录事物的文件：～格。#计时间的器具：手～。#榜样：～率。#亲属关系：～亲。,show#express#manifest,0,1
化,亻乚丿,5,huà#huā,性质或形态改变：变～。#佛教、道教徒募集财物：～缘。#表示转变成某种性质或状态：丑～。#习俗，风气：有伤风～。#特指“化学”：～工。,change#convert#reform,0,3
老,老,10,lǎo,时间长，有经验：～朋友。～练。#对年纪大的人的尊称：～人家。#极，很：～早。#晚年：～年。#总是：～是。#原来的：～地方。,old#aged#experienced,0,1
给,纟合,0,gěi#jǐ,交付，送与：～以。～予。送～。献～。#把动作或态度加到对方：～他一顿批评。#替，为：～大家帮忙。#被，表示遭受：房子～火烧掉了。,give#by#for,0,2
世,世,8,shì,一个时代，有时特指三十年：～纪。#一辈一辈相传的：～家。#人间：～俗。#自然界和人类社会一切事物的总和；全地球、人间或宇宙；宇宙的一部分：～界。,generation#world#era,0,1
位,亻立,1,wèi,所处的地方：座～。部～。～置。～于。#职务的高低：地～。职～。名～。#特指君主的地位：即～。篡～。#一个数中每个数码所占的位置：个～。#量词。,throne#position#post,0,2
次,冫欠,13,cì,第二：～日。～要。#质量、品质较差的：～品。#等第，顺序：名～。#量词，回：～数。初～。三番五～。#旅行所居止之处所：旅～。舟～。～所。,order#sequence#next,0,2
度,广廿又,3,dù#duó,计算长短的器具或单位：～量衡。角～。温～。电～。#事物所达到的境界：程～。#法则，应遵行的标准：制～。#能容受的量：气～。#过：～假。,degree#system#manner,0,3
门,门,56,mén,建筑物的出入口，又指安装在出入口能开关的装置：～口。#途径诀窍：～道。#旧时指封建家族或家族的一支，现亦指一般的家庭：～第。#事物的分类：分～。,gate#door#entrance,0,1
門,門,28,mén,“门”的繁体字。,gate#door#entrance,0,1
任,亻壬,9,rèn#rén,相信，信赖：信～。#使用，给予职务：～命。#负担，担当：担～。～课。#职务：就～。#由着，听凭：～凭。～性。～意。#不论，无论：～何。,trust to#rely on#appoint,0,2
常,丶丶丶冖吊,1,cháng,长久，经久不变：～量。～年。～住。～备不懈。#时时，不只一次：～～。～客。时～。经～。#普通的，一般的：～识。～规。～情。～人。平～。反～。#姓。,common#normal#frequent,0,5
